"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 23:08:45 GMT 2021","Thu Aug 12 23:08:45 GMT 2021","5","","io.PathTest","","io.PathTest","","kotestJavascript[js, node]",""
